Total_Bsmt_SF,Gr_Liv_Area,Overall_Qual,Exter_Qual,Heating_QC,Kitchen_Qual,Garage_Finish,MS_SubClass,MS_Zoning,Lot_Config,Neighborhood,House_Style,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Foundation,Garage_Type,SalePrice
1280.0,1280,8,4,5,4,2,high,RL,Inside,high,1Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,180000
914.0,914,5,3,5,5,2,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,133000
1288.0,1368,7,3,4,3,3,low,RM,Inside,low,SFoyer,Gable,MetalSd,MetalSd,BrkFace,PConc,Attchd,215000
771.0,1494,6,3,2,4,1,mid,RL,Inside,mid,2Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,177500
1524.0,1534,8,4,4,4,3,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,215000
952.0,1582,5,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,150000
1673.0,3222,7,3,4,4,1,high,RL,Corner,mid,2Story,Hip,Plywood,Plywood,None,PConc,Attchd,320000
1516.0,1516,6,3,3,3,2,mid,RL,Inside,low,1Story,Gable,HdBoard,Plywood,BrkFace,CBlock,Attchd,167000
0.0,1032,5,3,3,3,1,low,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,Slab,Detchd,125000
448.0,1588,3,3,4,3,0,mid,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,NA,65000
1316.0,1316,7,4,5,4,3,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,200141
1528.0,1528,7,4,5,4,1,mid,RL,FR2,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,235876
760.0,2168,5,3,5,4,1,mid,RM,Inside,low,2Story,Gambrel,AsbShng,AsbShng,None,BrkTil,Detchd,123000
806.0,1422,5,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,HdBoard,HdBoard,Stone,CBlock,Detchd,137500
990.0,990,4,3,5,3,0,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,NA,123600
1088.0,1324,6,3,5,3,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,160000
924.0,1690,6,3,5,3,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,181000
825.0,825,5,3,3,3,2,mid,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,125000
727.0,1556,6,3,5,3,1,high,RL,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,154000
1152.0,1797,6,4,5,4,3,high,RL,Inside,low,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,231000
1056.0,1056,5,3,5,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,142000
1107.0,3608,10,4,5,5,1,mid,RM,Inside,low,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,475000
1573.0,1778,8,4,5,5,3,high,RM,Inside,mid,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,375000
864.0,864,4,3,3,3,0,mid,RL,FR2,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,NA,115000
1221.0,1221,7,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,185000
660.0,865,6,3,3,3,1,low,RL,Corner,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,108500
600.0,1223,7,4,5,4,2,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,PConc,Detchd,147400
691.0,1452,7,4,5,4,1,mid,FV,FR2,mid,2Story,Hip,MetalSd,MetalSd,BrkFace,PConc,Detchd,156000
880.0,1308,5,3,4,3,1,low,RM,Inside,low,1.5Fin,Gable,HdBoard,HdBoard,None,BrkTil,Detchd,120000
384.0,1374,7,4,5,4,3,mid,RL,Inside,mid,SLvl,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,167000
1346.0,1504,7,4,5,4,3,high,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,191000
384.0,1384,6,3,4,3,3,mid,RL,Inside,mid,SLvl,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,161500
1204.0,1411,5,3,3,3,2,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,130000
970.0,970,5,3,3,3,1,mid,RL,Corner,low,1Story,Hip,HdBoard,HdBoard,None,CBlock,Detchd,132500
864.0,904,5,3,5,4,1,mid,RL,Inside,low,SLvl,Hip,HdBoard,HdBoard,None,PConc,2Types,144000
0.0,2233,5,3,3,3,3,low,RL,CulDSac,low,2Story,Gable,Plywood,Plywood,None,Slab,Attchd,141000
385.0,875,4,3,4,4,1,mid,RL,Inside,mid,1Story,Gable,Plywood,Plywood,None,CBlock,Detchd,117000
520.0,754,6,3,4,3,0,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,NA,84500
1364.0,1663,4,3,5,4,3,mid,RL,CulDSac,mid,1Story,Flat,Plywood,Plywood,None,CBlock,Attchd,256000
925.0,925,5,3,5,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Detchd,117500
728.0,1308,5,4,5,3,1,low,RL,Inside,mid,1.5Fin,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,160000
1240.0,1375,5,3,4,3,1,mid,RL,Inside,low,1Story,Hip,BrkFace,BrkFace,None,CBlock,Attchd,187000
1317.0,2385,8,4,5,4,3,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,350000
896.0,1792,5,3,3,3,1,low,RL,FR2,low,2Story,Gable,VinylSd,VinylSd,None,CBlock,Detchd,133000
2418.0,2464,8,4,5,5,3,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,417500
1386.0,1569,7,4,5,4,2,high,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,175900
1555.0,1680,9,5,5,5,3,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,323262
1337.0,1337,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,185000
816.0,816,6,3,5,3,1,low,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,129800
1541.0,1541,7,4,5,4,2,mid,RL,Corner,high,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,220000
884.0,1573,4,3,5,4,1,low,RM,Inside,low,1.5Fin,Gable,AsbShng,AsbShng,None,BrkTil,Detchd,133000
832.0,1461,4,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,133500
1958.0,2048,6,3,3,3,1,low,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,CBlock,2Types,170000
903.0,1642,6,3,4,3,2,high,RL,CulDSac,mid,2Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,168000
738.0,1470,6,3,5,3,1,mid,RM,Inside,low,2Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,140750
938.0,2299,6,3,5,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,204000
884.0,2035,7,4,5,4,3,high,RL,CulDSac,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,222500
925.0,999,5,3,3,3,1,mid,RL,Inside,low,SFoyer,Gable,MetalSd,MetalSd,None,CBlock,Attchd,134500
1378.0,1378,8,4,5,4,3,high,FV,FR2,mid,1Story,Gable,MetalSd,MetalSd,None,PConc,Attchd,214000
793.0,1118,5,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,119900
1440.0,1440,4,3,3,2,0,low,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,NA,118000
1010.0,1134,5,3,5,3,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,135000
833.0,1848,6,3,4,4,1,low,RL,Inside,low,1.5Fin,Gambrel,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,207000
1181.0,1694,6,3,2,3,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,PConc,Detchd,136500
901.0,901,4,3,5,3,1,mid,RM,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,107900
861.0,1409,6,3,4,3,1,low,RM,Inside,low,1.5Fin,Gable,VinylSd,VinylSd,None,BrkTil,Detchd,126000
1080.0,1656,6,3,2,3,3,mid,RL,Corner,low,1Story,Hip,BrkFace,Plywood,Stone,CBlock,Attchd,215000
1682.0,2332,10,5,5,5,3,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,BuiltIn,426000
1113.0,1113,5,4,4,4,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,147000
816.0,1232,6,4,5,4,1,low,RL,Inside,mid,1Story,Gable,Stucco,Stucco,None,BrkTil,Detchd,147500
1950.0,1950,9,5,5,5,3,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,383000
1845.0,1872,7,3,4,3,3,mid,RL,Inside,mid,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,241500
676.0,1264,6,3,5,3,1,low,RL,Inside,mid,1.5Fin,Gable,Wd Sdng,Wd Shng,None,BrkTil,Detchd,147500
1168.0,2500,8,4,5,5,3,high,RL,Corner,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,BuiltIn,355000
784.0,784,5,3,4,4,0,low,RM,Inside,low,1.5Unf,Gable,MetalSd,MetalSd,None,BrkTil,NA,109500
0.0,612,2,3,2,3,1,low,RM,Corner,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,45000
1032.0,2403,7,3,5,3,1,mid,RL,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,244400
1416.0,1644,6,3,3,3,3,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,Stone,CBlock,Attchd,167000
860.0,1729,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,200000
830.0,879,5,3,4,3,1,low,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Shng,None,BrkTil,Detchd,80000
864.0,864,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,WdShing,Plywood,None,CBlock,Detchd,115000
1196.0,1196,6,3,4,3,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,139000
672.0,1400,6,3,3,3,3,high,RL,Inside,low,2Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,149500
755.0,1510,4,3,3,3,1,mid,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,108000
0.0,1294,4,3,3,3,0,low,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,None,BrkTil,NA,106250
1240.0,1240,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,194000
988.0,988,5,3,5,3,1,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,CBlock,Detchd,129500
1560.0,1560,5,3,3,3,1,low,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,126000
1078.0,1368,5,3,3,3,2,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,120000
1473.0,1484,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,213000
1226.0,1226,8,4,3,4,3,high,RL,Inside,mid,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,190000
1160.0,1169,6,3,4,3,3,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,PConc,Attchd,183500
725.0,1651,7,3,3,3,1,mid,RL,Inside,low,SLvl,Gable,Plywood,Plywood,BrkFace,CBlock,BuiltIn,172000
816.0,816,4,3,5,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,100000
1564.0,1564,7,4,5,4,2,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,218836
482.0,1912,6,3,5,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,163000
1510.0,1525,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,206580
728.0,1456,6,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,163990
396.0,1330,5,2,4,3,1,mid,RM,FR3,low,2Story,Gable,AsbShng,Plywood,None,BrkTil,Detchd,116500
840.0,1720,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,188000
793.0,1280,5,3,5,3,3,mid,RL,Inside,low,SFoyer,Gable,HdBoard,HdBoard,BrkFace,CBlock,Basment,175000
1166.0,1179,8,4,4,3,2,high,RL,Inside,high,1Story,Gable,CemntBd,CmentBd,None,CBlock,Attchd,182000
850.0,960,5,4,3,3,2,low,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,103000
2633.0,2633,10,5,5,5,2,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,466500
988.0,988,6,4,3,4,1,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Attchd,149500
1061.0,1055,7,3,3,3,1,high,RL,Inside,low,1Story,Gable,Plywood,Brk Cmn,None,CBlock,Attchd,142500
1290.0,1422,5,3,3,3,1,low,RL,Inside,mid,1Story,Hip,Stucco,Plywood,None,PConc,Detchd,136500
630.0,1320,6,3,5,3,1,mid,RH,Inside,low,2Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,137000
1675.0,1688,7,4,5,5,2,mid,RL,Inside,mid,1Story,Gable,Plywood,Wd Sdng,BrkFace,CBlock,Attchd,226500
1300.0,1341,7,3,4,4,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,171500
911.0,954,5,3,4,3,1,mid,RL,Inside,mid,SLvl,Gable,MetalSd,MetalSd,None,CBlock,Detchd,132500
0.0,1040,3,3,2,3,1,low,RL,Inside,low,1Story,Gable,Stucco,Stucco,BrkFace,Slab,Detchd,87500
858.0,1789,7,3,5,3,3,high,FV,Corner,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,223000
1319.0,1537,6,4,3,4,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,174000
884.0,884,5,3,5,3,3,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Attchd,142000
1489.0,1489,8,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,232600
1040.0,1309,6,3,2,4,2,mid,RL,Inside,mid,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,181000
942.0,2521,6,3,4,3,3,mid,RM,Inside,low,2Story,Gable,CemntBd,CmentBd,None,CBlock,Attchd,151400
1626.0,1634,8,4,5,4,2,mid,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,250000
980.0,1714,7,3,3,3,1,high,RL,Inside,mid,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,196500
819.0,2454,7,3,3,3,1,mid,RM,Corner,low,2.5Unf,Gable,Wd Sdng,Wd Sdng,None,PConc,Attchd,185000
1216.0,1216,6,3,3,3,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,113000
1419.0,1419,8,4,5,4,2,mid,RL,Inside,high,1Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Attchd,392000
945.0,980,6,3,3,3,0,low,RL,CulDSac,low,SFoyer,Flat,WdShing,Plywood,BrkFace,CBlock,NA,127500
756.0,1573,6,4,5,4,1,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Detchd,177000
1158.0,2443,6,4,5,4,2,high,FV,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,265000
1220.0,2362,8,4,5,4,2,high,FV,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,312500
1237.0,2775,10,5,4,4,1,mid,RM,Inside,low,2.5Unf,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,325000
2014.0,2014,8,4,4,4,2,mid,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,275000
1203.0,2520,7,4,5,4,2,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,290000
1208.0,1494,6,3,5,3,3,mid,RL,CulDSac,low,1Story,Hip,Plywood,Plywood,BrkCmn,CBlock,Attchd,169000
616.0,616,5,3,4,3,1,low,RM,Inside,low,1Story,Gable,Wd Sdng,Wd Shng,None,CBlock,Detchd,89000
789.0,1465,6,3,4,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,180400
3206.0,1629,8,4,5,4,2,mid,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,284000
912.0,912,5,3,5,3,2,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,114500
1552.0,1552,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,212900
1413.0,1430,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,187100
729.0,1458,6,3,4,3,1,mid,FV,Corner,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Detchd,176000
1488.0,1488,6,3,5,3,2,mid,RL,CulDSac,mid,1Story,Hip,HdBoard,BrkFace,None,PConc,Attchd,215000
770.0,1582,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,185900
864.0,864,4,3,3,4,1,mid,RL,Inside,low,1Story,Gable,HdBoard,Plywood,None,CBlock,Detchd,120500
732.0,1838,5,4,5,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,192140
816.0,816,5,4,5,4,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,130500
0.0,1529,4,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,WdShing,Wd Shng,None,Slab,Detchd,98000
2271.0,2276,9,4,5,5,2,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,475000
961.0,1077,5,3,4,3,1,low,RM,Corner,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,67000
1582.0,2161,8,4,5,5,3,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,325624
1409.0,1409,7,4,5,4,2,mid,RL,CulDSac,low,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,245000
1114.0,1114,5,3,5,4,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,159000
1073.0,1073,5,3,3,3,2,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,BrkFace,CBlock,Attchd,156000
3094.0,2402,10,5,5,5,3,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,555000
1232.0,1232,6,3,3,3,1,mid,RL,CulDSac,high,1Story,Gable,Plywood,Plywood,None,PConc,Attchd,162500
1344.0,1440,6,4,4,4,1,low,RL,Inside,mid,SFoyer,Gable,HdBoard,HdBoard,None,PConc,Attchd,224500
1488.0,1488,6,3,4,3,2,mid,RL,Inside,mid,1Story,Hip,AsbShng,AsbShng,BrkFace,CBlock,Attchd,133000
783.0,1509,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,180000
845.0,845,5,3,4,4,1,mid,RL,Inside,low,1Story,Gable,HdBoard,Plywood,None,CBlock,Attchd,134500
1410.0,2945,10,5,5,4,3,high,RL,CulDSac,high,2Story,Hip,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,438780
1099.0,1431,6,3,4,3,2,mid,RL,Corner,low,SLvl,Gable,Plywood,Plywood,BrkFace,CBlock,Basment,165000
892.0,892,5,3,3,3,2,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,100000
1329.0,1329,7,3,4,3,1,mid,RL,Inside,low,1Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,176000
1763.0,1779,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Plywood,None,CBlock,Attchd,170000
1373.0,1555,7,4,5,4,3,high,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,174000
768.0,1236,6,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,Stucco,Stucco,None,PConc,Detchd,127000
831.0,1651,7,3,5,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,185900
190.0,886,5,3,4,3,1,low,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,None,BrkTil,Attchd,91300
1682.0,1700,6,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,200000
1040.0,1846,6,3,5,3,1,low,RL,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,143000
1052.0,1920,5,4,5,4,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Attchd,172500
1088.0,1088,4,3,3,3,1,mid,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,Stone,CBlock,Detchd,110000
1040.0,1362,4,3,3,3,2,mid,RL,Corner,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,140000
1314.0,1314,6,4,4,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,176432
1278.0,1294,6,3,4,4,2,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,179200
1274.0,1274,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,203000
1689.0,1689,7,4,5,4,2,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,248328
1641.0,1641,9,5,5,5,3,mid,RL,Corner,mid,1Story,Gable,CemntBd,CmentBd,BrkFace,PConc,Attchd,316500
570.0,1079,7,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,BrkFace,Plywood,None,CBlock,Attchd,125600
984.0,984,5,3,4,2,1,mid,RM,Inside,low,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Detchd,110000
960.0,960,4,3,4,2,1,low,RM,Inside,low,1Story,Hip,MetalSd,MetalSd,None,PConc,Detchd,108500
540.0,1044,5,2,3,2,1,mid,C (all),Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,None,CBlock,Basment,55993
1027.0,1633,5,3,5,4,1,low,RM,Inside,low,1.5Fin,Gable,VinylSd,VinylSd,None,BrkTil,Detchd,129000
1112.0,1137,6,3,4,4,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,176000
1380.0,1380,6,3,2,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,154000
1256.0,1256,6,4,5,4,1,mid,RL,Corner,mid,1Story,Gable,Plywood,HdBoard,BrkFace,CBlock,Attchd,180000
1142.0,1142,5,3,3,3,3,high,RM,Inside,low,1Story,Gable,CemntBd,CmentBd,None,PConc,Attchd,134000
1202.0,2158,6,3,3,4,1,mid,RL,Corner,low,1Story,Gable,WdShing,Wd Shng,None,CBlock,Attchd,243000
1616.0,1629,8,4,5,4,3,mid,RL,Inside,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,270000
1084.0,1080,6,3,3,3,1,mid,RL,Corner,low,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,134000
1347.0,2646,7,4,5,4,2,high,RL,Inside,high,2Story,Gable,HdBoard,HdBoard,BrkFace,PConc,Attchd,260000
738.0,1491,7,4,4,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,168675
392.0,1694,6,3,4,3,3,mid,RL,CulDSac,mid,SLvl,Gable,HdBoard,HdBoard,BrkFace,PConc,BuiltIn,160000
684.0,1080,5,3,4,4,0,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,HdBoard,None,BrkTil,NA,95000
704.0,1422,6,4,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,173000
1293.0,1301,7,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,187750
791.0,2093,7,3,4,3,3,high,RL,CulDSac,mid,2Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,215000
1073.0,1073,5,3,4,3,2,mid,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,120000
1494.0,1506,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,249000
1334.0,1334,7,3,4,3,2,mid,RL,Inside,mid,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,164500
0.0,1295,7,4,4,4,2,high,RM,Inside,high,1Story,Gable,BrkFace,Wd Sdng,None,CBlock,Attchd,230000
672.0,1344,7,3,4,4,1,mid,RM,Corner,low,2Story,Gable,Wd Sdng,Wd Shng,None,BrkTil,Attchd,140000
732.0,732,5,3,3,3,1,mid,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,118900
1468.0,1468,8,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,239900
1069.0,1069,6,3,4,3,2,high,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,CBlock,Attchd,146300
1040.0,1040,5,3,4,3,1,high,RM,Inside,low,1Story,Gable,CemntBd,CmentBd,None,PConc,Attchd,124000
925.0,999,5,3,3,3,1,low,RL,Inside,low,SFoyer,Gable,HdBoard,HdBoard,None,CBlock,Detchd,130000
1349.0,1349,7,3,5,3,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,179000
1424.0,1442,7,3,5,3,2,mid,RL,Corner,mid,1Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,180500
747.0,747,4,3,3,3,1,low,RM,Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,80000
1573.0,1578,8,4,5,5,3,mid,RL,Inside,mid,1Story,Gable,CemntBd,CmentBd,Stone,PConc,Attchd,287090
